hex_id,c_lon,c_lat,geometry
80bffdaf250cb10e,104.40113,30.76819,"104.40113, 30.76819"
7ccf723f12353b3e,104.15249,30.50848,"104.15249, 30.50848"
b1d155358f74f137,104.27768,30.6896,"104.27768, 30.6896"
6ff533dd43e66749,104.16301,30.69675,"104.16301, 30.69675"
58c26bb98dfff836,103.90972,30.6857,"103.90972, 30.6857"
0e19833348cc6cc2,103.94261,30.47198,"103.94261, 30.47198"
133d7a816e098ae9,103.87926,30.6313,"103.87926, 30.6313"
3ab1891b193fb070,104.28244,30.89521,"104.28244, 30.89521"
ac2b0a43d869a6d7,104.00753,31.01791,"104.00753, 31.01791"
6a2e19aab9740e29,104.02603,30.6886,"104.02603, 30.6886"
3d1d7ace4a0739bb,103.74026,30.79828,"103.74026, 30.79828"
f7a45bd10971e362,103.68034,30.55068,"103.68034, 30.55068"
b5640b9ddd954c40,104.38664,30.74584,"104.38664, 30.74584"
bef21204acc51ae6,103.84188,30.91815,"103.84188, 30.91815"
0f8893269a2e9bda,104.10143,30.4488,"104.10143, 30.4488"
e23227144d2fb880,104.12652,30.98434,"104.12652, 30.98434"
6afd45567e390df1,103.94065,30.4159,"103.94065, 30.4159"
1c4427ec31695a04,104.6351,30.67998,"104.6351, 30.67998"
a18b451ea267f8e5,103.97309,30.52632,"103.97309, 30.52632"
ab1b5fc518086640,103.90188,30.50756,"103.90188, 30.50756"
c25166539f059a37,104.08932,30.62176,"104.08932, 30.62176"
e743b92e7406afa2,103.81784,30.75404,"103.81784, 30.75404"
8c49f8476edece76,103.69478,30.95305,"103.69478, 30.95305"
cdcdf55b2101b8a1,103.69836,31.06538,"103.69836, 31.06538"
32c7ebf4f4190ab9,104.17506,30.57002,"104.17506, 30.57002"
71b3de8fd8524c59,104.37115,30.49116,"104.37115, 30.49116"
ed270554f5d05e11,103.75307,31.19154,"103.75307, 31.19154"
891e9731b9a1f6bf,103.66512,30.75966,"103.66512, 30.75966"
f2a656e5e0f66413,103.89994,30.45148,"103.89994, 30.45148"
60c2de32dca6e6b4,104.25758,30.82365,"104.25758, 30.82365"
f94775729618b135,103.73446,30.72257,"103.73446, 30.72257"
df2cc10816de5ad6,104.01379,30.6761,"104.01379, 30.6761"
b1f19397cfa30b91,103.91977,30.78111,"103.91977, 30.78111"
d67dc8548ec2c1ea,104.24446,30.53248,"104.24446, 30.53248"
2fed23707fed4c50,103.8706,30.87011,"103.8706, 30.87011"
1ece40c8815b3a66,103.49476,30.72319,"103.49476, 30.72319"
135ed4931369993c,103.6702,30.54799,"103.6702, 30.54799"
0d9631e6f5ef8faa,103.93857,30.45239,"103.93857, 30.45239"
bcf08d89383620b8,103.42932,30.53902,"103.42932, 30.53902"
349840002e678ce2,103.89743,30.71954,"103.89743, 30.71954"
35afd762a2f0087c,104.55294,30.70528,"104.55294, 30.70528"
cd42cec462ecd9a9,104.6764,30.69058,"104.6764, 30.69058"
7fafdb3e32a78a09,103.8911,30.82917,"103.8911, 30.82917"
065ca06327af04ea,103.4303,30.16052,"103.4303, 30.16052"
531523e1d5632472,103.65979,31.01788,"103.65979, 31.01788"
9b3306377ecc98ec,103.9056,30.71243,"103.9056, 30.71243"
b2d7f8bf4a0565c2,103.46042,30.16856,"103.46042, 30.16856"
0c2e1d5d63ea66f1,104.03624,31.01623,"104.03624, 31.01623"
8852c1b6c513cc46,103.79776,30.65602,"103.79776, 30.65602"
4301bd7cf7f3d241,103.7339,30.86149,"103.7339, 30.86149"
dc8181bbd7a62326,103.50388,30.57756,"103.50388, 30.57756"
17d6b81cc3f766cf,103.86748,30.43366,"103.86748, 30.43366"
183f8d15d782e1a3,104.56672,30.31888,"104.56672, 30.31888"
a3c911c9ccbe99fc,103.77048,30.89909,"103.77048, 30.89909"
af8e2d03d4b1779c,104.01782,30.8349,"104.01782, 30.8349"
7e65c09fd871fee2,104.74966,31.4735,"104.74966, 31.4735"
537e04483f2d7582,104.11758,30.29556,"104.11758, 30.29556"
b186838933478219,104.50818,30.45229,"104.50818, 30.45229"
a699e8ad4fec01b0,104.56931,30.69092,"104.56931, 30.69092"
8f2a0ba14e0965b7,103.9077,30.6759,"103.9077, 30.6759"
397c63dff0673e1e,103.73735,30.50106,"103.73735, 30.50106"
1cc85f9b2db25b90,104.40488,30.69484,"104.40488, 30.69484"
3bfb7370a82ac2d3,103.66736,30.29748,"103.66736, 30.29748"
6d8440aa35262736,103.4236,30.7503,"103.4236, 30.7503"
8c7cfc3b7bd5e6d9,103.76246,30.85984,"103.76246, 30.85984"
3c769229d1b04c13,103.94671,30.44528,"103.94671, 30.44528"
f3681c870ea697d3,103.92626,30.53252,"103.92626, 30.53252"
96fa52b1747d947a,103.84718,30.42831,"103.84718, 30.42831"
117a73b42c916c3f,103.41685,30.33234,"103.41685, 30.33234"
1370acc4115928d1,103.74896,30.65231,"103.74896, 30.65231"
3f2bd312de8d1c5a,104.43038,30.85944,"104.43038, 30.85944"
08099acdc3ab4966,104.35352,30.6815,"104.35352, 30.6815"
cbb015cfe4b6394a,104.19016,30.96394,"104.19016, 30.96394"
e3bd012760879bf7,104.13042,30.81816,"104.13042, 30.81816"
91a85806d6ad3832,103.84165,31.01092,"103.84165, 31.01092"
9dc669754d3bf7f4,104.55932,30.73482,"104.55932, 30.73482"
4eeb206248691bd4,104.58454,30.80641,"104.58454, 30.80641"
d44df3e2efe91f7d,103.78175,30.57765,"103.78175, 30.57765"
99108bd0eb8abb55,103.97931,30.37051,"103.97931, 30.37051"
f5047d4f0f42edac,104.09558,30.79042,"104.09558, 30.79042"
0274631f441630d6,104.31037,30.66099,"104.31037, 30.66099"
ab4bd057cbee4a66,104.33907,30.65917,"104.33907, 30.65917"
42bf79f998e2e4dc,104.42427,30.46778,"104.42427, 30.46778"
5a6e1abb84b5424b,103.70974,30.31796,"103.70974, 30.31796"
c5fce581ab9f7f50,104.43176,30.72968,"104.43176, 30.72968"
64ac3261fe9c1891,103.63568,30.94646,"103.63568, 30.94646"
3df2ab8bd40df54d,103.8713,30.5458,"103.8713, 30.5458"
9e678596cddcbb4d,103.83443,30.64722,"103.83443, 30.64722"
036c18fc6112d4e8,103.47561,30.29264,"103.47561, 30.29264"
3685455456b5d337,104.11149,30.31249,"104.11149, 30.31249"
43af6a6cff81b90e,103.90786,30.58325,"103.90786, 30.58325"
d45faec4df328e61,103.99112,31.03214,"103.99112, 31.03214"
72e3637fe57c988e,104.42356,30.32848,"104.42356, 30.32848"
4885ccc6d900a73f,104.02602,30.82778,"104.02602, 30.82778"
4b0b3c911da7b103,104.44948,30.58566,"104.44948, 30.58566"
097af507d5e831f3,103.6799,30.64317,"103.6799, 30.64317"
5b00ce7ddab0166c,103.74844,30.79119,"103.74844, 30.79119"
760ee499b1a4eb90,103.87973,30.39987,"103.87973, 30.39987"
98d8728c5f0ea035,103.6161,30.80212,"103.6161, 30.80212"
b2e1f2a10f589836,103.66888,30.82554,"103.66888, 30.82554"
06049192ef72df05,103.81502,31.02238,"103.81502, 31.02238"
87664acb45dda1c1,103.71116,30.93889,"103.71116, 30.93889"
6688e5b84159370a,103.58285,30.92298,"103.58285, 30.92298"
41585d13eb35f283,103.4449,30.61721,"103.4449, 30.61721"
ac4c33c4b1b120fa,103.92006,30.59574,"103.92006, 30.59574"
e53ac9a2b827462e,104.12187,30.50048,"104.12187, 30.50048"
8dfbb55d1df55e44,103.43381,30.22608,"103.43381, 30.22608"
a65649b6c94ab0b9,103.36082,30.28962,"103.36082, 30.28962"
fe613685cfb28263,103.80876,30.38115,"103.80876, 30.38115"
14ae64fbc0dc7fbc,104.04234,30.34998,"104.04234, 30.34998"
73f9ea19c4c5f934,104.11391,30.69315,"104.11391, 30.69315"
36248d5ab10fd0ab,103.80994,30.66852,"103.80994, 30.66852"
e203ae1b0576ad5f,104.51422,30.43529,"104.51422, 30.43529"
a910b5067485311f,104.01786,30.69572,"104.01786, 30.69572"
a5968662556d6e79,104.22446,30.71284,"104.22446, 30.71284"
66932caf839fe0dd,104.49398,30.47648,"104.49398, 30.47648"
19b7dee6e217f3bc,104.41562,30.79054,"104.41562, 30.79054"
0929546cf03f59af,103.69656,31.0092,"103.69656, 31.0092"
2f2248c5d8c3f08f,104.66392,30.67808,"104.66392, 30.67808"
d41c08b8ccf322e2,104.14879,30.76728,"104.14879, 30.76728"
202f831169290fe8,104.43857,30.85228,"104.43857, 30.85228"
f96e87856edd0b0b,104.15851,30.44517,"104.15851, 30.44517"
a8b3d964c600d9ce,104.2239,30.48075,"104.2239, 30.48075"
b70d6b31c926f934,104.03215,30.76443,"104.03215, 30.76443"
7ff41f1aea5b87bc,103.56484,30.21483,"103.56484, 30.21483"
d291fd13859e00bc,104.04438,30.40608,"104.04438, 30.40608"
cf0329353f908aad,103.5507,30.85869,"103.5507, 30.85869"
d5a246bc133734ad,104.2177,30.45132,"104.2177, 30.45132"
73a175f7f986b90e,104.49792,30.44965,"104.49792, 30.44965"
bf69ef8ff90b2362,104.64101,30.12459,"104.64101, 30.12459"
ce689176eaa43f85,104.25456,30.48872,"104.25456, 30.48872"
15cd5aa0c81da6eb,103.97682,30.96332,"103.97682, 30.96332"
9645a2a3e5157250,104.01572,31.05725,"104.01572, 31.05725"
48daf01af6bf7b90,103.78251,30.34646,"103.78251, 30.34646"
f269ef59e49db8ab,103.77697,30.78952,"103.77697, 30.78952"
0c577d5790c92bd7,104.15106,30.91648,"104.15106, 30.91648"
1fc43039fd043839,104.76757,30.30514,"104.76757, 30.30514"
beedc6dc055a474e,104.1326,30.9209,"104.1326, 30.9209"
74d1d15439b1301b,103.7796,30.61413,"103.7796, 30.61413"
3be2ebd4c231290c,104.34459,30.50283,"104.34459, 30.50283"
05abb91e26c02419,103.83559,30.98145,"103.83559, 30.98145"
a82828ec276e2a5c,103.7008,30.50986,"103.7008, 30.50986"
84ff03b7813d881f,103.34309,30.24793,"103.34309, 30.24793"
bea50020bc64b6ec,103.77575,30.54828,"103.77575, 30.54828"
a7c1bacb25037751,103.69278,30.94324,"103.69278, 30.94324"
5f8f593e88f27079,104.19109,30.41659,"104.19109, 30.41659"
4db8f311f62e237a,104.12408,30.64943,"104.12408, 30.64943"
433e110351e531fc,104.20332,31.34888,"104.20332, 31.34888"
3238d344c19dbf08,103.65848,30.86912,"103.65848, 30.86912"
83f73bf4ccf554ab,104.09745,30.56826,"104.09745, 30.56826"
e45b8f4573ae4b06,104.04441,30.63778,"104.04441, 30.63778"
4693f17ab0762be0,104.1141,30.87887,"104.1141, 30.87887"
e29bf8a357e9c86c,104.09954,30.62444,"104.09954, 30.62444"
2df1e96e0d44cb57,104.20832,30.82004,"104.20832, 30.82004"
93e53bfd26d9259d,104.85411,30.52216,"104.85411, 30.52216"
6bf3197addad438f,103.83382,30.87888,"103.83382, 30.87888"
cbc2cb97f1de078d,104.29403,30.6753,"104.29403, 30.6753"
8584f4682edbfb74,104.0077,30.55396,"104.0077, 30.55396"
3ba00138fbb066af,104.69705,30.69588,"104.69705, 30.69588"
16bd6b73bf2cbd3c,104.12598,30.5201,"104.12598, 30.5201"
7c8949d790cb1cd7,103.6912,30.84079,"103.6912, 30.84079"
6a3f4a23538c5efb,103.67684,30.86476,"103.67684, 30.86476"
4901af79bbffbef6,104.31715,30.82994,"104.31715, 30.82994"
a2877d6a7b788fe6,104.25483,30.58156,"104.25483, 30.58156"
ef94e56184f9a448,104.06066,30.39182,"104.06066, 30.39182"
80abede47a66a303,104.10953,30.39532,"104.10953, 30.39532"
0a720231e59b0da8,104.75476,30.69208,"104.75476, 30.69208"
6daeb9bbfb191809,104.06904,30.94129,"104.06904, 30.94129"
567e0f7f20e4b404,104.56048,30.60502,"104.56048, 30.60502"
c64fa752ab1d9bcc,103.85119,30.44788,"103.85119, 30.44788"
d4edc3ca83a95391,103.49931,30.36365,"103.49931, 30.36365"
a825283f36ad9777,103.5443,30.58839,"103.5443, 30.58839"
a8060eaebcc9905d,104.01996,30.42747,"104.01996, 30.42747"
f5344e44025c30fb,104.33173,30.35114,"104.33173, 30.35114"
70318416dffee11b,103.66224,30.93504,"103.66224, 30.93504"
342ded4a50ce4c72,104.42358,30.73685,"104.42358, 30.73685"
d46123dd31a8b35d,104.4616,30.55166,"104.4616, 30.55166"
e368ce99e17b02ab,104.10348,30.4586,"104.10348, 30.4586"
d0aeac1b273c68c0,104.05669,30.74306,"104.05669, 30.74306"
62d50955d90d99f6,104.80462,30.51887,"104.80462, 30.51887"
6162837fbd8470ba,103.62872,30.72212,"103.62872, 30.72212"
1c160b6831bbe369,103.84236,30.73274,"103.84236, 30.73274"
cd33fbec4801a490,103.66599,31.00099,"103.66599, 31.00099"
ee627b2c30682ba0,103.79205,30.53408,"103.79205, 30.53408"
b1a63021f79c9f10,104.33644,30.50999,"104.33644, 30.50999"
0a8511a7c1231977,104.6957,30.77924,"104.6957, 30.77924"
c6a179a274beaead,104.37344,30.54742,"104.37344, 30.54742"
9eb4839def0875f1,103.54354,30.39394,"103.54354, 30.39394"
5cb9a4b6aa9fe68d,103.82173,30.82,"103.82173, 30.82"
0589ca8cce0b34fd,103.24292,30.60888,"103.24292, 30.60888"
7d683f0e24de6d08,103.97918,30.55572,"103.97918, 30.55572"
37d326640398e771,103.93768,31.14802,"103.93768, 31.14802"
fe91b03920ac6fc6,104.1627,30.51115,"104.1627, 30.51115"
9f06855954ed0492,104.12974,30.26168,"104.12974, 30.26168"
2c7599e41d93c18d,103.81462,30.45673,"103.81462, 30.45673"
f074c432b4ab8465,104.4423,30.77888,"104.4423, 30.77888"
a9dbd83702138e6e,103.63588,30.52033,"103.63588, 30.52033"
3b6941176a35cb7e,103.98104,30.79732,"103.98104, 30.79732"
4f39d1385e334e04,104.14446,30.60839,"104.14446, 30.60839"
69b24d5b10dbedf4,104.46527,30.84062,"104.46527, 30.84062"
1029490fb710d42c,104.00352,30.81255,"104.00352, 30.81255"
3582f2352d131a7a,104.08724,30.56558,"104.08724, 30.56558"
1a8125f7f7508c62,103.88137,30.59478,"103.88137, 30.59478"
b8520f6832d209c6,103.95283,30.42836,"103.95283, 30.42836"
558adf893a9a2106,104.58354,30.6667,"104.58354, 30.6667"
206bb585be206614,103.33222,30.33733,"103.33222, 30.33733"
27f679dab424a79d,104.01795,30.32509,"104.01795, 30.32509"
71548099915a288b,103.81314,30.96617,"103.81314, 30.96617"
01c074a9828a20fb,103.9547,30.57708,"103.9547, 30.57708"
8351ea5ca3bef907,104.348,30.83799,"104.348, 30.83799"
95bbaf4f8728e2bf,104.474,30.92658,"104.474, 30.92658"
ce0b35171d45d194,104.15023,30.35962,"104.15023, 30.35962"
b60ec50b9beb3a50,104.81204,30.64161,"104.81204, 30.64161"
392ae3462420b8d8,103.92768,30.95956,"103.92768, 30.95956"
7bc863cc7e33d866,103.76345,30.58205,"103.76345, 30.58205"
e3db6bd3e0efc789,104.18573,30.80483,"104.18573, 30.80483"
678308d69d1cf6b7,103.37784,30.18342,"103.37784, 30.18342"
42b9d0407ea7e722,104.0075,31.11084,"104.0075, 31.11084"
a2f5a79cc0afe0e9,103.96042,30.97754,"103.96042, 30.97754"
a5a76a897873b970,104.19796,30.7709,"104.19796, 30.7709"
27f20208037263d7,103.5606,30.57425,"103.5606, 30.57425"
55f91c58c248fbf7,104.57161,30.43147,"104.57161, 30.43147"
44bf731778fc6c5d,104.15874,30.5843,"104.15874, 30.5843"
ecbd06f4ff1e9b0a,104.53868,30.41373,"104.53868, 30.41373"
6b115db4bfaf6298,103.99758,30.41234,"103.99758, 30.41234"
037bb3826740324e,103.99334,30.71708,"103.99334, 30.71708"
6ec3221475bdca00,104.38642,30.69934,"104.38642, 30.69934"
00428dd44b98d7d0,104.44194,30.32394,"104.44194, 30.32394"
48eca2a997580d9f,103.84094,30.49146,"103.84094, 30.49146"
8d6101778ac16bab,103.79386,31.24896,"103.79386, 31.24896"
c5a987a5fd61c019,104.26936,30.6503,"104.26936, 30.6503"
bb5404544ea075dd,104.11601,30.74938,"104.11601, 30.74938"
865988e12195040b,103.92782,30.86676,"103.92782, 30.86676"
2ca61331d467fdd1,104.32446,30.59039,"104.32446, 30.59039"
2bd0fe82e6ccaf55,103.9363,30.62784,"103.9363, 30.62784"
02abfa8f37e7cbdd,104.30938,30.38242,"104.30938, 30.38242"
e36139e53df9cc71,104.19599,30.80752,"104.19599, 30.80752"
44ab4f9d7f556ab9,103.63144,30.59319,"103.63144, 30.59319"
f268c9901ef35714,103.86178,31.15564,"103.86178, 31.15564"
714ae48496bcc332,104.04647,30.78676,"104.04647, 30.78676"
03af416eef5bd8dd,104.57782,30.7303,"104.57782, 30.7303"
0436ee97262f993d,103.91839,30.35451,"103.91839, 30.35451"
52c35514fca792c3,104.0913,30.53883,"104.0913, 30.53883"
cdb64f1c31ec2072,103.88595,30.33672,"103.88595, 30.33672"
f07e3730769892ba,103.50516,30.39294,"103.50516, 30.39294"
5ea593547b421ed0,104.08746,30.89042,"104.08746, 30.89042"
adab66973df16df2,103.85176,31.06005,"103.85176, 31.06005"
9eb2030dc567a041,104.38286,30.36434,"104.38286, 30.36434"
99bcfca0a9c9a651,104.50115,30.64546,"104.50115, 30.64546"
69f57dc207254d89,103.93834,30.63764,"103.93834, 30.63764"
64d7ccdc2cdea7ba,103.66669,30.43601,"103.66669, 30.43601"
c59d000107d483e1,103.679,30.40228,"103.679, 30.40228"
672e6a88effda4a0,104.24484,30.67175,"104.24484, 30.67175"
7a31dfcd1f0ae619,103.88926,30.72665,"103.88926, 30.72665"
5ad4b18e84904f14,104.11967,30.35165,"104.11967, 30.35165"
79365a623250931c,103.50711,30.4027,"103.50711, 30.4027"
dc1b7685d658d58e,103.58334,30.49706,"103.58334, 30.49706"
ca73b34838087ea7,104.35464,30.45905,"104.35464, 30.45905"
7c6549a1d7abdc0c,104.39705,30.34019,"104.39705, 30.34019"
362ce27e5baf9464,103.71696,31.01468,"103.71696, 31.01468"
e9bb38e8f4f97a74,104.00774,30.46131,"104.00774, 30.46131"
4b3bccf87374293e,103.94612,30.95516,"103.94612, 30.95516"
6732f22d15547417,104.1077,30.61731,"104.1077, 30.61731"
61d090ab8deeeaed,103.73755,30.97379,"103.73755, 30.97379"
080c47db6d53b2a6,103.30256,30.28319,"103.30256, 30.28319"
1bec3a5cffe49dbd,103.69464,30.52672,"103.69464, 30.52672"
b64aa276abe8b116,103.89768,30.58056,"103.89768, 30.58056"
f93d8328d9a520c0,104.51394,30.38882,"104.51394, 30.38882"
1fc180b3274d333e,103.61392,30.45896,"103.61392, 30.45896"
1598d3593866f949,104.69584,30.55615,"104.69584, 30.55615"
8de46c9d554cb91a,103.71113,30.46632,"103.71113, 30.46632"
2c0b40a964c07f6b,103.90358,30.70262,"103.90358, 30.70262"
4086f754949bc693,103.46681,30.39192,"103.46681, 30.39192"
05b4beec6ba75b42,104.23912,30.82811,"104.23912, 30.82811"
5a6a190a04996d84,103.87019,31.05568,"103.87019, 31.05568"
c5fcb0530ad0b7f2,103.77408,30.446,"103.77408, 30.446"
db4db68c0f747445,103.71934,30.93181,"103.71934, 30.93181"
b22fd63e6753c2eb,103.87532,30.56538,"103.87532, 30.56538"
5bf8f29f9d3d7f5d,104.10186,30.95926,"104.10186, 30.95926"
aa88ee1ed20efdba,103.99749,30.59762,"103.99749, 30.59762"
a61a954fd9e3ed22,104.07926,30.89755,"104.07926, 30.89755"
770138f82d75217b,104.53355,30.25475,"104.53355, 30.25475"
4a14d7c8d70f0d9b,104.34306,30.63236,"104.34306, 30.63236"
642f582cbe13d950,104.16507,30.70658,"104.16507, 30.70658"
268c1206dde1ba2b,104.0117,30.80544,"104.0117, 30.80544"
a21c2abc97e84e4e,103.76944,30.61143,"103.76944, 30.61143"
9ecf46ecc7b7cf2c,103.83418,30.73984,"103.83418, 30.73984"
cd25e0d4e1eff9da,103.78635,30.41223,"103.78635, 30.41223"
cd3ae2fd76e1dc58,104.35653,30.42245,"104.35653, 30.42245"
72295193f22d0b88,104.02404,30.35446,"104.02404, 30.35446"
288c409b3368cde7,103.64878,30.77382,"103.64878, 30.77382"
5b36a3e9ccf42fd8,104.0831,30.45326,"104.0831, 30.45326"
8fe49bc831dc553c,103.92841,30.44972,"103.92841, 30.44972"
509028a72066dd4e,104.22424,30.61996,"104.22424, 30.61996"
16381b33390215e5,103.79591,30.59994,"103.79591, 30.59994"
a361bb93fa0a2880,104.3936,30.91495,"104.3936, 30.91495"
1f083a39d63f4896,104.16476,30.52096,"104.16476, 30.52096"
f1ecac0e4f04ed12,103.99342,30.57801,"103.99342, 30.57801"
03f7f07ecbf2a3dd,103.88504,30.79972,"103.88504, 30.79972"
7fc2a213e5b9ea2c,103.54716,30.45964,"103.54716, 30.45964"
d06f625f38d9bfb2,104.01792,30.41767,"104.01792, 30.41767"
7476567a3598e153,103.7661,30.40688,"103.7661, 30.40688"
ffe585925146fdcf,104.16348,30.9755,"104.16348, 30.9755"
01ab934d7eebf779,103.60186,30.4465,"103.60186, 30.4465"
3d9f44b9aa303a1d,103.9091,31.05678,"103.9091, 31.05678"
8d2d4999ecdf8261,103.80682,31.02947,"103.80682, 31.02947"
63d556ef7d1b6c39,103.74644,30.78138,"103.74644, 30.78138"
5aafb196fa74d09a,103.89084,30.96832,"103.89084, 30.96832"
5c44d3768179dbc6,103.54667,30.21923,"103.54667, 30.21923"
c7189f541d39db3e,104.28154,30.61635,"104.28154, 30.61635"
9f1118b532b1308a,103.36854,30.32862,"103.36854, 30.32862"
58d6721372830a51,103.64434,30.84678,"103.64434, 30.84678"
09702dd7573424a5,104.39143,30.45002,"104.39143, 30.45002"
8f8b5b1d83a0a9ce,103.88935,30.68031,"103.88935, 30.68031"
6e96426903c38d5a,104.57389,30.75716,"104.57389, 30.75716"
dee13a10ac73fcc0,103.96304,30.38476,"103.96304, 30.38476"
fb99a5984f85b7a5,104.01373,30.86166,"104.01373, 30.86166"
05381c3a8ed1fc74,103.60304,30.59486,"103.60304, 30.59486"
a39975c055f3c647,103.81449,30.50299,"103.81449, 30.50299"
a34905bccc07bfee,103.2186,30.24213,"103.2186, 30.24213"
b18f453dff8efa76,104.45083,30.45608,"104.45083, 30.45608"
ba394d12d4f2b125,103.77806,30.46557,"103.77806, 30.46557"
c37e4e832efb0330,104.07306,30.77521,"104.07306, 30.77521"
21cc0ca285575aab,104.12224,30.82529,"104.12224, 30.82529"
a526833eb1896cdd,104.02605,30.54952,"104.02605, 30.54952"
abc8ffe634f47805,104.7294,30.39754,"104.7294, 30.39754"
266896059001dce8,103.68544,30.76509,"103.68544, 30.76509"
d038a31836d28bc7,103.86598,30.19274,"103.86598, 30.19274"
e34c1e93aea186bb,103.97924,30.46309,"103.97924, 30.46309"
ec6a81577efa1682,103.7135,30.38369,"103.7135, 30.38369"
f87e70300024bfab,104.49253,30.9221,"104.49253, 30.9221"
9032bb8f73c984df,104.48894,30.31748,"104.48894, 30.31748"
b0224ed99f83820b,103.626,30.85113,"103.626, 30.85113"
2ac1cbb797a88c36,103.95076,30.46486,"103.95076, 30.46486"
416ab298deedf345,103.4824,30.47004,"103.4824, 30.47004"
d54d54d81cbeb276,103.68416,31.043,"103.68416, 31.043"
da90c0adb9fc5e66,104.28214,30.80221,"104.28214, 30.80221"
f30b2bcc7d367185,103.51594,30.59004,"103.51594, 30.59004"
3d656bda318f9369,103.5172,30.4054,"103.5172, 30.4054"
32629bd770a8cc3f,103.63442,30.79778,"103.63442, 30.79778"
c5e3d72d2c99afcd,103.89524,30.80243,"103.89524, 30.80243"
4078d74787887ba1,104.65008,30.7489,"104.65008, 30.7489"
3884d968237dbc5e,103.97486,30.86066,"103.97486, 30.86066"
b67cd9561f89a802,103.98124,30.5192,"103.98124, 30.5192"
20ead201cb99912b,104.49004,30.50331,"104.49004, 30.50331"
6c9cceeb05433818,104.07911,30.61908,"104.07911, 30.61908"
7035c1c5fbf24b34,103.9381,30.82308,"103.9381, 30.82308"
d9c7b735fd7883fb,103.57324,30.49436,"103.57324, 30.49436"
585590200c298702,103.47358,30.56942,"103.47358, 30.56942"
bf53f420b6a653ea,104.30922,30.33604,"104.30922, 30.33604"
4703458579037b2d,103.59922,30.90883,"103.59922, 30.90883"
5e47725301473d06,104.3499,30.30022,"104.3499, 30.30022"
2ea86cb0d0a07285,103.8992,30.86844,"103.8992, 30.86844"
446d77bc2f691ed4,103.60067,30.29826,"103.60067, 30.29826"
01bde8da3310f7b9,103.84022,30.76927,"103.84022, 30.76927"
af089fd4d8cf3c9f,104.35313,30.58856,"104.35313, 30.58856"
a1568019bc2a3472,104.64313,30.1344,"104.64313, 30.1344"
2b05c23c134a8de0,104.05252,30.39895,"104.05252, 30.39895"
c81287a0a8aa9a7f,104.74056,30.49325,"104.74056, 30.49325"
18e11619062497f3,104.06896,30.75557,"104.06896, 30.75557"
e3866f4ccb51cc56,103.7919,30.58035,"103.7919, 30.58035"
4ccedf39fa672cfc,104.48004,30.54714,"104.48004, 30.54714"
1c25d50a24baea95,103.75678,30.73779,"103.75678, 30.73779"
f5dbfb29d30d1606,103.85041,30.77198,"103.85041, 30.77198"
64af77de2d07c97e,103.7833,30.72632,"103.7833, 30.72632"
1d20b0be90b769ce,103.51374,30.91361,"103.51374, 30.91361"
206ddef502b5c8ff,104.41588,30.4285,"104.41588, 30.4285"
76ec62aa33fd55e3,103.79934,30.80476,"103.79934, 30.80476"
37ca38678a5b78a2,103.9421,30.8891,"103.9421, 30.8891"
b0127af823a93f79,104.50914,30.2763,"104.50914, 30.2763"
b4cb94a278676f97,104.20635,30.85668,"104.20635, 30.85668"
5e5d4d66d6a02317,104.13661,30.84764,"104.13661, 30.84764"
28581f746c91a575,104.41402,30.46513,"104.41402, 30.46513"
c6a89c1d6298440b,104.58388,30.71327,"104.58388, 30.71327"
dcfae613daca7a9e,103.68373,31.13572,"103.68373, 31.13572"
b7a8ebcbc37441d0,103.93257,30.37675,"103.93257, 30.37675"
4518058068231bca,104.08306,30.40694,"104.08306, 30.40694"
1b91b7b2109d98ba,104.4787,30.31485,"104.4787, 30.31485"
b5a867fc9c2bef34,103.76378,30.48955,"103.76378, 30.48955"
82b0c6984c1f6149,104.21336,30.33899,"104.21336, 30.33899"
191758a4ca7f90d4,103.7294,30.46192,"103.7294, 30.46192"
9ba11123d0d92fd0,104.04236,30.58162,"104.04236, 30.58162"
887b5ba958e122c1,103.42276,30.602,"103.42276, 30.602"
d13ec6a876ae1171,103.83266,30.54484,"103.83266, 30.54484"
06bce830419becef,103.72934,30.98088,"103.72934, 30.98088"
74a7b446b67f58a1,104.18177,30.8781,"104.18177, 30.8781"
377930c9b9202eec,103.73554,30.44504,"103.73554, 30.44504"
ffb2f5f87728b3d9,104.5051,30.61861,"104.5051, 30.61861"
c9698e84955b7226,103.68395,31.08936,"103.68395, 31.08936"
2d8faeafd6ea7254,103.71734,30.92199,"103.71734, 30.92199"
55fd8e17a64cfba8,103.95436,30.90164,"103.95436, 30.90164"
3e387fd12788941b,103.60264,30.30802,"103.60264, 30.30802"
959821e676e6a398,103.67878,30.44848,"103.67878, 30.44848"
c24e3c62f5f4ddcd,104.49426,30.52296,"104.49426, 30.52296"
2622b6318ac5651d,104.71616,31.45546,"104.71616, 31.45546"
2c2a97aaafc4c59d,103.74374,30.95689,"103.74374, 30.95689"
e7461c1791945f78,104.14845,30.53524,"104.14845, 30.53524"
4c7c8a8193959897,103.69068,30.50716,"103.69068, 30.50716"
4ef4bc7706306698,103.66471,30.42623,"103.66471, 30.42623"
018f3b6f1499c5a1,103.60689,30.99436,"103.60689, 30.99436"
31643b1d4f5c119a,104.27007,30.88268,"104.27007, 30.88268"
40d82dca94eebadd,104.33244,30.53679,"104.33244, 30.53679"
8050e01020b040ce,104.38308,30.86572,"104.38308, 30.86572"
