pickup_grid;pickup_weekend;pickup_hour;pickup_cnt_avg
4114d120ada7b7db;0;11;1
4114d120ada7b7db;0;12;1
4114d120ada7b7db;0;13;1
4114d120ada7b7db;0;14;1
4114d120ada7b7db;0;18;1
4114d120ada7b7db;0;23;1
4114d120ada7b7db;1;0;1
4114d120ada7b7db;1;3;1
4114d120ada7b7db;1;5;1
4114d120ada7b7db;1;8;1
4114d120ada7b7db;1;9;1
4114d120ada7b7db;1;10;1
4114d120ada7b7db;1;11;1
4114d120ada7b7db;1;13;1
4114d120ada7b7db;1;14;1
4114d120ada7b7db;1;17;1
4114d120ada7b7db;1;23;1
413592b70bd9fd52;0;8;1
4156c8ef20df8083;0;0;33.3636363636363636
4156c8ef20df8083;0;1;49.1818181818181818
4156c8ef20df8083;0;2;35.9545454545454545
4156c8ef20df8083;0;3;26.3181818181818182
4156c8ef20df8083;0;4;23.3181818181818182
4156c8ef20df8083;0;5;30.3636363636363636
4156c8ef20df8083;0;6;24.2727272727272727
4156c8ef20df8083;0;7;18.5454545454545455
4156c8ef20df8083;0;8;17.3636363636363636
4156c8ef20df8083;0;9;18.4545454545454545
4156c8ef20df8083;0;10;16.8181818181818182
4156c8ef20df8083;0;11;16.1818181818181818
4156c8ef20df8083;0;12;19.7272727272727273
4156c8ef20df8083;0;13;17.5
4156c8ef20df8083;0;14;12.4090909090909091
4156c8ef20df8083;0;15;7.2272727272727273
4156c8ef20df8083;0;16;5.8636363636363636
4156c8ef20df8083;0;17;3.4090909090909091
4156c8ef20df8083;0;18;3.1052631578947368
4156c8ef20df8083;0;19;2.3333333333333333
4156c8ef20df8083;0;20;6.4545454545454545
4156c8ef20df8083;0;21;6.8181818181818182
4156c8ef20df8083;0;22;9.7272727272727273
4156c8ef20df8083;0;23;36.0454545454545455
4156c8ef20df8083;1;0;33.25
4156c8ef20df8083;1;1;41.25
4156c8ef20df8083;1;2;35.5
4156c8ef20df8083;1;3;32.375
4156c8ef20df8083;1;4;28.625
4156c8ef20df8083;1;5;31.75
4156c8ef20df8083;1;6;31.75
4156c8ef20df8083;1;7;20.375
4156c8ef20df8083;1;8;18.875
4156c8ef20df8083;1;9;22.25
4156c8ef20df8083;1;10;21
4156c8ef20df8083;1;11;21.5
4156c8ef20df8083;1;12;21.125
4156c8ef20df8083;1;13;22
4156c8ef20df8083;1;14;12.875
4156c8ef20df8083;1;15;9.625
4156c8ef20df8083;1;16;7.625
4156c8ef20df8083;1;17;5.5
4156c8ef20df8083;1;18;2.3333333333333333
4156c8ef20df8083;1;19;2.1428571428571429
4156c8ef20df8083;1;20;5
4156c8ef20df8083;1;21;5.625
4156c8ef20df8083;1;22;8.875
4156c8ef20df8083;1;23;32.5
41871467c3c7b96a;0;0;3.4285714285714286
41871467c3c7b96a;0;1;5.8636363636363636
41871467c3c7b96a;0;2;5.0909090909090909
41871467c3c7b96a;0;3;3.9047619047619048
41871467c3c7b96a;0;4;3.5
41871467c3c7b96a;0;5;5.2727272727272727
41871467c3c7b96a;0;6;4.5909090909090909
41871467c3c7b96a;0;7;3.1904761904761905
41871467c3c7b96a;0;8;2.7894736842105263
41871467c3c7b96a;0;9;1.8
41871467c3c7b96a;0;10;2.2352941176470588
41871467c3c7b96a;0;11;2.4117647058823529
41871467c3c7b96a;0;12;2.2380952380952381
41871467c3c7b96a;0;13;2
41871467c3c7b96a;0;14;2
41871467c3c7b96a;0;15;1.25
41871467c3c7b96a;0;16;1
41871467c3c7b96a;0;17;1.25
41871467c3c7b96a;0;18;1
41871467c3c7b96a;0;19;1
41871467c3c7b96a;0;20;1.1666666666666667
41871467c3c7b96a;0;21;1
41871467c3c7b96a;0;22;2
41871467c3c7b96a;0;23;5
41871467c3c7b96a;1;0;3.875
41871467c3c7b96a;1;1;4.625
41871467c3c7b96a;1;2;5.75
41871467c3c7b96a;1;3;3.8571428571428571
41871467c3c7b96a;1;4;4.875
41871467c3c7b96a;1;5;6.25
41871467c3c7b96a;1;6;3.875
41871467c3c7b96a;1;7;5.25
41871467c3c7b96a;1;8;2.375
41871467c3c7b96a;1;9;3.25
41871467c3c7b96a;1;10;4.1428571428571429
41871467c3c7b96a;1;11;2.1428571428571429
41871467c3c7b96a;1;12;2.375
41871467c3c7b96a;1;13;2.25
41871467c3c7b96a;1;14;2.4
41871467c3c7b96a;1;15;1
41871467c3c7b96a;1;16;1
41871467c3c7b96a;1;17;1
41871467c3c7b96a;1;18;1
41871467c3c7b96a;1;19;1
41871467c3c7b96a;1;20;1
41871467c3c7b96a;1;21;1
41871467c3c7b96a;1;22;2
41871467c3c7b96a;1;23;4.125
41aa7ab00300db75;0;0;1
41aa7ab00300db75;0;1;1
41aa7ab00300db75;0;2;1
41aa7ab00300db75;0;3;1
41aa7ab00300db75;0;4;1
41aa7ab00300db75;0;6;1
41aa7ab00300db75;0;7;1
41aa7ab00300db75;0;8;1
41aa7ab00300db75;0;9;1
41aa7ab00300db75;0;10;1
41aa7ab00300db75;0;11;1
41aa7ab00300db75;0;12;1
41aa7ab00300db75;0;13;1
41aa7ab00300db75;1;1;1
41aa7ab00300db75;1;2;1
41aa7ab00300db75;1;4;1
41aa7ab00300db75;1;8;1
41bc6c61ef43d0cc;0;1;1.5
41bc6c61ef43d0cc;0;2;1
41bc6c61ef43d0cc;0;4;1
41bc6c61ef43d0cc;0;5;1.2
41bc6c61ef43d0cc;0;7;1
41bc6c61ef43d0cc;0;8;1
41bc6c61ef43d0cc;0;9;1
41bc6c61ef43d0cc;0;10;1
41bc6c61ef43d0cc;0;12;1
41bc6c61ef43d0cc;0;13;1
41bc6c61ef43d0cc;1;2;1
41bc6c61ef43d0cc;1;12;1
41db692ca1626039;0;5;1
41db692ca1626039;1;7;1
41e2d6b7fc265ed4;0;11;1
41e70789361acb14;0;0;2.9
41e70789361acb14;0;1;4.3333333333333333
41e70789361acb14;0;2;4.5
41e70789361acb14;0;3;3.619047619047619
41e70789361acb14;0;4;3.9090909090909091
41e70789361acb14;0;5;4
41e70789361acb14;0;6;3.45
41e70789361acb14;0;7;3.619047619047619
41e70789361acb14;0;8;3.0952380952380952
41e70789361acb14;0;9;2.6842105263157895
41e70789361acb14;0;10;2.6363636363636364
41e70789361acb14;0;11;3.1
41e70789361acb14;0;12;3.5714285714285714
41e70789361acb14;0;13;4.4761904761904762
41e70789361acb14;0;14;4.2380952380952381
41e70789361acb14;0;15;2.7272727272727273
41e70789361acb14;0;16;2.7272727272727273
41e70789361acb14;0;17;2.3888888888888889
41e70789361acb14;0;18;1.7857142857142857
41e70789361acb14;0;19;1.6
41e70789361acb14;0;20;1.25
41e70789361acb14;0;21;1.75
41e70789361acb14;0;22;1.8888888888888889
41e70789361acb14;0;23;2.8571428571428571
41e70789361acb14;1;0;2
41e70789361acb14;1;1;4.375
41e70789361acb14;1;2;3.8571428571428571
41e70789361acb14;1;3;3.875
41e70789361acb14;1;4;5.375
41e70789361acb14;1;5;5.125
41e70789361acb14;1;6;5.4285714285714286
41e70789361acb14;1;7;2.5
41e70789361acb14;1;8;3.875
41e70789361acb14;1;9;3.4285714285714286
41e70789361acb14;1;10;2.4
41e70789361acb14;1;11;5.25
41e70789361acb14;1;12;5
41e70789361acb14;1;13;3.75
41e70789361acb14;1;14;5.75
41e70789361acb14;1;15;3
41e70789361acb14;1;16;2.875
41e70789361acb14;1;17;2.8
41e70789361acb14;1;18;1.8
41e70789361acb14;1;19;1.8333333333333333
41e70789361acb14;1;20;1.4
41e70789361acb14;1;21;1.1666666666666667
41e70789361acb14;1;22;1.8571428571428571
41e70789361acb14;1;23;3
42390350ff8510bb;1;3;1
42453274fd5765cf;0;0;1
42453274fd5765cf;0;1;1
42453274fd5765cf;0;2;1
42453274fd5765cf;0;3;1
42453274fd5765cf;0;4;1
42453274fd5765cf;0;5;1
42453274fd5765cf;0;6;1
42453274fd5765cf;0;7;1
42453274fd5765cf;0;8;1
42453274fd5765cf;0;9;1
42453274fd5765cf;0;10;1.1666666666666667
42453274fd5765cf;0;11;1
42453274fd5765cf;0;12;1
42453274fd5765cf;0;13;1.4
42453274fd5765cf;0;14;1
42453274fd5765cf;0;15;1
42453274fd5765cf;0;17;1
42453274fd5765cf;1;2;1
42453274fd5765cf;1;4;1
42453274fd5765cf;1;6;1
42453274fd5765cf;1;9;1
42453274fd5765cf;1;11;1.3333333333333333
42453274fd5765cf;1;12;1
42453274fd5765cf;1;13;1
42453274fd5765cf;1;14;1
42453274fd5765cf;1;23;1
427285a85926037c;0;0;1
427285a85926037c;0;10;1
427285a85926037c;0;11;1
427285a85926037c;0;12;1
427285a85926037c;0;23;1
427285a85926037c;1;2;1
427285a85926037c;1;3;1
427285a85926037c;1;8;1
4280c85441723383;0;0;1
4280c85441723383;0;2;1
4299a23dabe64929;0;1;1
4299a23dabe64929;0;8;1.3333333333333333
4299a23dabe64929;0;10;1
4299a23dabe64929;1;8;1
4299a23dabe64929;1;11;1
42a04f5be7db2f8d;0;7;1
42a04f5be7db2f8d;0;11;1
42a04f5be7db2f8d;1;1;1
42c17d929b7ca543;0;0;1.1666666666666667
42c17d929b7ca543;0;1;1.2222222222222222
42c17d929b7ca543;0;2;1
42c17d929b7ca543;0;3;1.1
42c17d929b7ca543;0;4;1.1111111111111111
42c17d929b7ca543;0;5;1.7
42c17d929b7ca543;0;6;1.4444444444444444
42c17d929b7ca543;0;7;1.6666666666666667
42c17d929b7ca543;0;8;2.625
42c17d929b7ca543;0;9;2.1176470588235294
42c17d929b7ca543;0;10;1.4117647058823529
42c17d929b7ca543;0;11;1
42c17d929b7ca543;0;12;1.2857142857142857
42c17d929b7ca543;0;13;1
42c17d929b7ca543;0;14;1.5
42c17d929b7ca543;0;15;1
42c17d929b7ca543;0;17;1
42c17d929b7ca543;0;18;1
42c17d929b7ca543;0;19;1
42c17d929b7ca543;0;21;1
42c17d929b7ca543;0;22;1
42c17d929b7ca543;0;23;1.5
42c17d929b7ca543;1;0;1
42c17d929b7ca543;1;1;1.5
42c17d929b7ca543;1;2;1
42c17d929b7ca543;1;3;1.2
42c17d929b7ca543;1;4;1.5714285714285714
42c17d929b7ca543;1;5;1.8333333333333333
42c17d929b7ca543;1;6;2.4285714285714286
42c17d929b7ca543;1;7;2.375
42c17d929b7ca543;1;8;7
42c17d929b7ca543;1;9;6.125
42c17d929b7ca543;1;10;2.4285714285714286
42c17d929b7ca543;1;11;1.25
42c17d929b7ca543;1;12;1
42c17d929b7ca543;1;17;3
42c17d929b7ca543;1;21;1
42c17d929b7ca543;1;22;1
42c17d929b7ca543;1;23;1
42c4ac54047d5fcc;0;1;1
42f1a5c9ac09b75c;0;0;1.0769230769230769
42f1a5c9ac09b75c;0;1;1.6666666666666667
42f1a5c9ac09b75c;0;2;2.4
42f1a5c9ac09b75c;0;3;1.4
42f1a5c9ac09b75c;0;4;2.25
42f1a5c9ac09b75c;0;5;2.8
42f1a5c9ac09b75c;0;6;1.8947368421052632
42f1a5c9ac09b75c;0;7;2.5625
42f1a5c9ac09b75c;0;8;2.0526315789473684
42f1a5c9ac09b75c;0;9;2.2941176470588235
42f1a5c9ac09b75c;0;10;2.619047619047619
42f1a5c9ac09b75c;0;11;2.5238095238095238
42f1a5c9ac09b75c;0;12;1.7368421052631579
42f1a5c9ac09b75c;0;13;1.7222222222222222
42f1a5c9ac09b75c;0;14;1.4166666666666667
42f1a5c9ac09b75c;0;15;1.3333333333333333
42f1a5c9ac09b75c;0;16;1.75
42f1a5c9ac09b75c;0;17;1.25
42f1a5c9ac09b75c;0;18;1
42f1a5c9ac09b75c;0;19;1
42f1a5c9ac09b75c;0;20;1
42f1a5c9ac09b75c;0;22;1
42f1a5c9ac09b75c;0;23;1.4166666666666667
42f1a5c9ac09b75c;1;0;1.6
42f1a5c9ac09b75c;1;1;2.4285714285714286
42f1a5c9ac09b75c;1;2;1.4285714285714286
42f1a5c9ac09b75c;1;3;2
42f1a5c9ac09b75c;1;4;1.375
42f1a5c9ac09b75c;1;5;2.875
42f1a5c9ac09b75c;1;6;2.1428571428571429
42f1a5c9ac09b75c;1;7;3.5
42f1a5c9ac09b75c;1;8;2.4285714285714286
42f1a5c9ac09b75c;1;9;2.875
42f1a5c9ac09b75c;1;10;3.25
42f1a5c9ac09b75c;1;11;3.5
42f1a5c9ac09b75c;1;12;2.2857142857142857
42f1a5c9ac09b75c;1;13;1.7142857142857143
42f1a5c9ac09b75c;1;14;1
42f1a5c9ac09b75c;1;15;1
42f1a5c9ac09b75c;1;16;1
42f1a5c9ac09b75c;1;17;1
42f1a5c9ac09b75c;1;18;1
42f1a5c9ac09b75c;1;19;1
42f1a5c9ac09b75c;1;22;1
42f1a5c9ac09b75c;1;23;1.3333333333333333
4306d34976b4ae7a;0;2;1
4306d34976b4ae7a;0;3;1
4306d34976b4ae7a;0;4;1
4306d34976b4ae7a;0;6;1
4306d34976b4ae7a;0;8;1
4306d34976b4ae7a;0;9;1
4306d34976b4ae7a;0;10;1
4306d34976b4ae7a;0;11;1
4306d34976b4ae7a;0;13;1
4306d34976b4ae7a;1;6;1
4306d34976b4ae7a;1;12;1
43150bdcb4fd111c;0;1;1
43150bdcb4fd111c;0;8;1
43150bdcb4fd111c;0;10;1
43150bdcb4fd111c;0;22;1
43150bdcb4fd111c;1;2;1
43150bdcb4fd111c;1;4;1
43150bdcb4fd111c;1;10;1
4321225a05f2633f;0;1;1
4321225a05f2633f;1;5;1
4321225a05f2633f;1;8;1
4331993fb7c2baf8;0;2;1
4354d9b321fcdaa6;0;0;1
4354d9b321fcdaa6;0;2;1
4354d9b321fcdaa6;0;3;1
4354d9b321fcdaa6;0;4;1
4354d9b321fcdaa6;0;6;1
4354d9b321fcdaa6;0;7;1
4354d9b321fcdaa6;0;10;1
4354d9b321fcdaa6;1;4;1
4354d9b321fcdaa6;1;5;1
4354d9b321fcdaa6;1;14;1
43af6a6cff81b90e;0;0;1
43af6a6cff81b90e;0;1;1.2857142857142857
43af6a6cff81b90e;0;2;1.25
43af6a6cff81b90e;0;3;1
43af6a6cff81b90e;0;4;1
43af6a6cff81b90e;0;5;1.125
43af6a6cff81b90e;0;6;1
43af6a6cff81b90e;0;7;1.6
43af6a6cff81b90e;0;8;1
43af6a6cff81b90e;0;9;1.3333333333333333
43af6a6cff81b90e;0;10;1.2857142857142857
43af6a6cff81b90e;0;11;1
43af6a6cff81b90e;0;12;1
43af6a6cff81b90e;0;13;1
43af6a6cff81b90e;0;14;1
43af6a6cff81b90e;0;15;1
43af6a6cff81b90e;0;16;1
43af6a6cff81b90e;0;17;1
43af6a6cff81b90e;0;22;1
43af6a6cff81b90e;0;23;1
43af6a6cff81b90e;1;0;1
43af6a6cff81b90e;1;1;1
43af6a6cff81b90e;1;2;1
43af6a6cff81b90e;1;3;1.3333333333333333
43af6a6cff81b90e;1;4;1.5
43af6a6cff81b90e;1;5;1
43af6a6cff81b90e;1;6;1
43af6a6cff81b90e;1;7;1
43af6a6cff81b90e;1;8;1
43af6a6cff81b90e;1;9;1
43af6a6cff81b90e;1;10;1.6
43af6a6cff81b90e;1;11;1
43af6a6cff81b90e;1;14;1
43af6a6cff81b90e;1;16;1
43af6a6cff81b90e;1;19;1
43af6a6cff81b90e;1;22;1
43af6a6cff81b90e;1;23;1
43c299d984f002fa;0;1;1
43c299d984f002fa;0;3;1
43c299d984f002fa;0;4;1
43c299d984f002fa;0;5;1
43c299d984f002fa;0;10;1
43c299d984f002fa;0;12;1
43c299d984f002fa;0;16;1
43c299d984f002fa;0;23;1
43c299d984f002fa;1;1;1
43c299d984f002fa;1;2;1
43c299d984f002fa;1;6;1
43c299d984f002fa;1;11;1
43c864ac3e55bdbf;0;0;1.4285714285714286
43c864ac3e55bdbf;0;1;1.2
43c864ac3e55bdbf;0;2;1
43c864ac3e55bdbf;0;3;1
43c864ac3e55bdbf;0;4;1
43c864ac3e55bdbf;0;5;1.75
43c864ac3e55bdbf;0;6;1.4285714285714286
43c864ac3e55bdbf;0;7;1.1
43c864ac3e55bdbf;0;8;1
43c864ac3e55bdbf;0;9;1
43c864ac3e55bdbf;0;10;1.25
43c864ac3e55bdbf;0;11;1
43c864ac3e55bdbf;0;12;1
43c864ac3e55bdbf;0;13;1
43c864ac3e55bdbf;0;14;1.125
43c864ac3e55bdbf;0;15;1
43c864ac3e55bdbf;0;16;1
43c864ac3e55bdbf;0;17;1
43c864ac3e55bdbf;0;18;1
43c864ac3e55bdbf;0;19;1
43c864ac3e55bdbf;0;20;1
43c864ac3e55bdbf;0;21;1
43c864ac3e55bdbf;0;22;1
43c864ac3e55bdbf;0;23;1
43c864ac3e55bdbf;1;0;1.5
43c864ac3e55bdbf;1;1;1
43c864ac3e55bdbf;1;2;1.1428571428571429
43c864ac3e55bdbf;1;3;1
43c864ac3e55bdbf;1;4;1.3333333333333333
43c864ac3e55bdbf;1;5;1
43c864ac3e55bdbf;1;6;1
43c864ac3e55bdbf;1;7;1
43c864ac3e55bdbf;1;8;1
43c864ac3e55bdbf;1;9;2
43c864ac3e55bdbf;1;10;1
43c864ac3e55bdbf;1;11;1
43c864ac3e55bdbf;1;12;1.5
43c864ac3e55bdbf;1;13;1
43c864ac3e55bdbf;1;14;1
43c864ac3e55bdbf;1;16;1.3333333333333333
43c864ac3e55bdbf;1;17;1
43c864ac3e55bdbf;1;19;1
43c864ac3e55bdbf;1;20;1
43c864ac3e55bdbf;1;22;1.5
43c864ac3e55bdbf;1;23;1
43dcabd23eae796e;0;14;1
43dcabd23eae796e;1;6;1
43dcabd23eae796e;1;8;1
44276ba792abea3f;0;2;1
44276ba792abea3f;0;4;1
44276ba792abea3f;0;7;2
44276ba792abea3f;0;8;1
44276ba792abea3f;0;10;1
44276ba792abea3f;0;12;1
44276ba792abea3f;1;2;1
44276ba792abea3f;1;3;1
445cf89fa4c94f1e;0;0;1.5555555555555556
445cf89fa4c94f1e;0;1;2.5
445cf89fa4c94f1e;0;2;3.3333333333333333
445cf89fa4c94f1e;0;3;3.05
445cf89fa4c94f1e;0;4;2.380952380952381
445cf89fa4c94f1e;0;5;2.95
445cf89fa4c94f1e;0;6;2.6842105263157895
445cf89fa4c94f1e;0;7;2.7
445cf89fa4c94f1e;0;8;1.8571428571428571
445cf89fa4c94f1e;0;9;1.8235294117647059
445cf89fa4c94f1e;0;10;2.2
445cf89fa4c94f1e;0;11;1.4705882352941176
445cf89fa4c94f1e;0;12;1.7
445cf89fa4c94f1e;0;13;1.8
445cf89fa4c94f1e;0;14;1.4615384615384615
445cf89fa4c94f1e;0;15;1
445cf89fa4c94f1e;0;16;1.3333333333333333
445cf89fa4c94f1e;0;17;1
445cf89fa4c94f1e;0;18;1
445cf89fa4c94f1e;0;20;1
445cf89fa4c94f1e;0;21;1
445cf89fa4c94f1e;0;22;1.4
445cf89fa4c94f1e;0;23;1.7857142857142857
445cf89fa4c94f1e;1;0;2
445cf89fa4c94f1e;1;1;2
445cf89fa4c94f1e;1;2;2.75
445cf89fa4c94f1e;1;3;2.4285714285714286
445cf89fa4c94f1e;1;4;2.375
445cf89fa4c94f1e;1;5;2.3333333333333333
445cf89fa4c94f1e;1;6;1.5714285714285714
445cf89fa4c94f1e;1;7;2.875
445cf89fa4c94f1e;1;8;1.5
445cf89fa4c94f1e;1;9;2.625
445cf89fa4c94f1e;1;10;1.7142857142857143
445cf89fa4c94f1e;1;11;2.2857142857142857
445cf89fa4c94f1e;1;12;2.1666666666666667
445cf89fa4c94f1e;1;13;1.4
445cf89fa4c94f1e;1;14;1.4
445cf89fa4c94f1e;1;15;1
445cf89fa4c94f1e;1;16;1
445cf89fa4c94f1e;1;17;1
445cf89fa4c94f1e;1;19;1
445cf89fa4c94f1e;1;20;1
445cf89fa4c94f1e;1;21;1
445cf89fa4c94f1e;1;22;1
445cf89fa4c94f1e;1;23;1.6666666666666667
446e75a0bd24205c;0;4;1
446e75a0bd24205c;0;6;1
446e75a0bd24205c;0;7;1
44828caf709fb69c;1;5;1
44b47a5cd2ce68c9;0;0;3.6111111111111111
44b47a5cd2ce68c9;0;1;9.4
44b47a5cd2ce68c9;0;2;28.8636363636363636
44b47a5cd2ce68c9;0;3;24.8181818181818182
44b47a5cd2ce68c9;0;4;15.8636363636363636
44b47a5cd2ce68c9;0;5;17.7272727272727273
44b47a5cd2ce68c9;0;6;16.7272727272727273
44b47a5cd2ce68c9;0;7;19.5909090909090909
44b47a5cd2ce68c9;0;8;18.5909090909090909
44b47a5cd2ce68c9;0;9;16.4545454545454545
44b47a5cd2ce68c9;0;10;18.9545454545454545
44b47a5cd2ce68c9;0;11;23.7272727272727273
44b47a5cd2ce68c9;0;12;29.5
44b47a5cd2ce68c9;0;13;30.9545454545454545
44b47a5cd2ce68c9;0;14;26.1818181818181818
44b47a5cd2ce68c9;0;15;11.6818181818181818
44b47a5cd2ce68c9;0;16;17.9090909090909091
44b47a5cd2ce68c9;0;17;15.5454545454545455
44b47a5cd2ce68c9;0;18;10.9090909090909091
44b47a5cd2ce68c9;0;19;3.7857142857142857
44b47a5cd2ce68c9;0;20;2.5555555555555556
44b47a5cd2ce68c9;0;21;2.2666666666666667
44b47a5cd2ce68c9;0;22;1.8666666666666667
44b47a5cd2ce68c9;0;23;2
44b47a5cd2ce68c9;1;0;4.3333333333333333
44b47a5cd2ce68c9;1;1;8.125
44b47a5cd2ce68c9;1;2;30.5
44b47a5cd2ce68c9;1;3;25.75
44b47a5cd2ce68c9;1;4;18.75
44b47a5cd2ce68c9;1;5;18.125
44b47a5cd2ce68c9;1;6;19.625
44b47a5cd2ce68c9;1;7;18.75
44b47a5cd2ce68c9;1;8;17.125
44b47a5cd2ce68c9;1;9;17.75
44b47a5cd2ce68c9;1;10;17
44b47a5cd2ce68c9;1;11;24.375
44b47a5cd2ce68c9;1;12;32.125
44b47a5cd2ce68c9;1;13;30.75
44b47a5cd2ce68c9;1;14;24.5
44b47a5cd2ce68c9;1;15;10
44b47a5cd2ce68c9;1;16;16
44b47a5cd2ce68c9;1;17;14.375
44b47a5cd2ce68c9;1;18;9.125
44b47a5cd2ce68c9;1;19;5.75
44b47a5cd2ce68c9;1;20;1
44b47a5cd2ce68c9;1;21;1.8571428571428571
44b47a5cd2ce68c9;1;22;2.7142857142857143
44b47a5cd2ce68c9;1;23;2
44bf731778fc6c5d;0;0;1.2
44bf731778fc6c5d;0;1;1.3
44bf731778fc6c5d;0;2;1.4545454545454545
44bf731778fc6c5d;0;3;1.3636363636363636
44bf731778fc6c5d;0;4;2
44bf731778fc6c5d;0;5;2.5789473684210526
44bf731778fc6c5d;0;6;2.4210526315789474
44bf731778fc6c5d;0;7;1.8888888888888889
44bf731778fc6c5d;0;8;2.7647058823529412
44bf731778fc6c5d;0;9;2.0555555555555556
44bf731778fc6c5d;0;10;2.1875
44bf731778fc6c5d;0;11;1.8571428571428571
44bf731778fc6c5d;0;12;1.8235294117647059
44bf731778fc6c5d;0;13;2
44bf731778fc6c5d;0;14;1.2727272727272727
44bf731778fc6c5d;0;15;1.5
44bf731778fc6c5d;0;16;1.6666666666666667
44bf731778fc6c5d;0;17;1
44bf731778fc6c5d;0;19;1
44bf731778fc6c5d;0;23;1
44bf731778fc6c5d;1;0;1.6666666666666667
44bf731778fc6c5d;1;1;1.4285714285714286
44bf731778fc6c5d;1;2;1
44bf731778fc6c5d;1;3;1
44bf731778fc6c5d;1;4;2
44bf731778fc6c5d;1;5;3.125
44bf731778fc6c5d;1;6;3.375
44bf731778fc6c5d;1;7;5
44bf731778fc6c5d;1;8;4.375
44bf731778fc6c5d;1;9;5.5
44bf731778fc6c5d;1;10;5.5
44bf731778fc6c5d;1;11;6.75
44bf731778fc6c5d;1;12;3.25
44bf731778fc6c5d;1;13;4.25
44bf731778fc6c5d;1;14;1.2
44bf731778fc6c5d;1;15;1
44bf731778fc6c5d;1;16;1
44bf731778fc6c5d;1;17;1
44bf731778fc6c5d;1;22;1
44bf731778fc6c5d;1;23;2
44c1a29232fd37a8;0;6;1
450cb61faf6c8292;0;2;1
450cb61faf6c8292;0;4;1
450cb61faf6c8292;0;9;1
450cb61faf6c8292;0;10;1
450cb61faf6c8292;1;5;1
45133642c883ffeb;0;0;1.2222222222222222
45133642c883ffeb;0;1;1.3571428571428571
45133642c883ffeb;0;2;1.3636363636363636
45133642c883ffeb;0;3;1.2
45133642c883ffeb;0;4;1.2857142857142857
45133642c883ffeb;0;5;1.5
45133642c883ffeb;0;6;1.3636363636363636
45133642c883ffeb;0;7;1
45133642c883ffeb;0;8;1.1
45133642c883ffeb;0;9;1
45133642c883ffeb;0;10;1.25
45133642c883ffeb;0;11;1
45133642c883ffeb;0;12;1
45133642c883ffeb;0;13;1
45133642c883ffeb;0;14;1.25
45133642c883ffeb;0;15;2
45133642c883ffeb;0;16;1
45133642c883ffeb;0;17;1
45133642c883ffeb;0;18;1
45133642c883ffeb;0;20;1
45133642c883ffeb;0;21;1
45133642c883ffeb;0;22;1
45133642c883ffeb;0;23;1.3333333333333333
45133642c883ffeb;1;0;1.5
45133642c883ffeb;1;1;1
45133642c883ffeb;1;2;1.6
45133642c883ffeb;1;3;1.6666666666666667
45133642c883ffeb;1;4;1.2
45133642c883ffeb;1;5;1.75
45133642c883ffeb;1;6;1
45133642c883ffeb;1;7;2
45133642c883ffeb;1;8;1
45133642c883ffeb;1;9;1
45133642c883ffeb;1;10;1
45133642c883ffeb;1;11;1
45133642c883ffeb;1;12;2
45133642c883ffeb;1;13;1.3333333333333333
45133642c883ffeb;1;16;1
45133642c883ffeb;1;23;1.5
4518058068231bca;0;2;1
4518058068231bca;0;3;1
4518058068231bca;0;8;1
4518058068231bca;0;9;1
4527578454849672;0;3;1
453209d445f3c50a;0;3;1
453209d445f3c50a;0;4;1
453209d445f3c50a;0;6;1
453209d445f3c50a;0;7;1
453209d445f3c50a;0;9;1
453209d445f3c50a;0;10;1
453209d445f3c50a;1;6;1
453209d445f3c50a;1;10;1
453209d445f3c50a;1;14;1
45548b84ce84e442;0;2;1
45548b84ce84e442;0;3;1
45548b84ce84e442;0;4;1
45548b84ce84e442;0;9;1
45548b84ce84e442;0;10;1
45a8e1f1630d3d0f;0;23;1
45ad5a81b8a8224d;0;0;1
45ad5a81b8a8224d;0;1;1.5333333333333333
45ad5a81b8a8224d;0;2;1.75
45ad5a81b8a8224d;0;3;1.5
45ad5a81b8a8224d;0;4;1.6666666666666667
45ad5a81b8a8224d;0;5;1.8125
45ad5a81b8a8224d;0;6;1.6470588235294118
45ad5a81b8a8224d;0;7;1.7333333333333333
45ad5a81b8a8224d;0;8;1.5263157894736842
45ad5a81b8a8224d;0;9;1.4545454545454545
45ad5a81b8a8224d;0;10;1.2727272727272727
45ad5a81b8a8224d;0;11;1.25
45ad5a81b8a8224d;0;12;1.3333333333333333
45ad5a81b8a8224d;0;13;1
45ad5a81b8a8224d;0;14;1
45ad5a81b8a8224d;0;15;1
45ad5a81b8a8224d;0;16;1
45ad5a81b8a8224d;0;22;1
45ad5a81b8a8224d;0;23;1.2222222222222222
45ad5a81b8a8224d;1;0;2.5
45ad5a81b8a8224d;1;1;1.6666666666666667
45ad5a81b8a8224d;1;2;1.5
45ad5a81b8a8224d;1;3;2.25
45ad5a81b8a8224d;1;4;1.2857142857142857
45ad5a81b8a8224d;1;5;1.4285714285714286
45ad5a81b8a8224d;1;6;1.6
45ad5a81b8a8224d;1;7;2.1428571428571429
45ad5a81b8a8224d;1;8;1.8333333333333333
45ad5a81b8a8224d;1;9;1.8571428571428571
45ad5a81b8a8224d;1;10;1.5
45ad5a81b8a8224d;1;11;1.5
45ad5a81b8a8224d;1;12;1
45ad5a81b8a8224d;1;13;1
45ad5a81b8a8224d;1;14;1
45ad5a81b8a8224d;1;15;1
45ad5a81b8a8224d;1;17;1
45ad5a81b8a8224d;1;18;1
